3.016333238865130273e+00 1.649803393424805753e-01 8.719370132859546874e-02 1.205697443041714445e-01 1.961303097186683220e-01 4.214798512169438127e-01 5.939405321741949573e-01 7.490106888707306343e-01 5.938949759920545413e-01 5.639593298391738507e-01
1.186957293363340993e+00 2.603654323351122790e-01 2.122504151987534005e-01 2.416957172579831115e-02 1.401837432227722238e-02 3.714526400548495005e-02 9.293527863936458522e-02 2.586019029755527443e-01 3.443712653409765068e-01 6.538064438776158838e-01
2.023570823375631988e+00 1.609812312183764416e+00 1.873201090764504140e-01 3.220596036217120497e-03 1.270033230517498245e-02 2.656798326833075072e-03 3.712628061882401048e-03 1.070555974042568248e-02 2.264865773275917191e-02 6.633659555517083806e-02
3.427769201256245069e+00 9.695292420090387830e-01 1.406310362071096776e-01 4.887616703076910936e-03 7.829075823880003726e-03 4.957819762847178249e-04 1.098050253003442786e-03 2.239959209943521469e-03 1.850365092765158376e-04 1.735769757653066875e-03
7.481532634195951381e+00 1.085861511883786878e+00 1.001423522994636800e-01 3.767256314382782471e-04 7.515600163990833818e-03 2.394965415353045128e-03 1.203326605461421455e-03 1.984389686819121139e-03 4.274633137001107521e-04 1.553512462015778882e-03
2.354345842195910254e+00 2.105503979264288783e-01 1.057865869782411150e-01 1.244983178336526303e-02 2.770493623370275278e-03 1.940415031422014264e-04 3.192637551944515930e-04 1.968358943674524721e-03 1.770531497800717957e-04 3.406711187762867304e-04
5.712880536213189586e-01 2.642398575086825629e-01 1.032652656500503835e-01 5.176267014358194168e-02 5.236034057609272908e-03 5.281124087930018189e-03 2.476819278723258345e-03 7.379438773147481033e-04 1.872305110797204634e-03 5.474815890566226784e-05
9.895203964279088160e-02 2.221039031440916300e+00 1.409344537261189578e-01 6.276991938058046339e-02 3.687627548993029167e-03 2.519080767927685781e-03 1.741277927121117350e-03 1.101353138985459925e-04 5.642394630931775370e-04 4.702436521643721108e-04
5.715696181489996613e-02 2.099426976004366452e+00 2.977361923302351832e-02 3.942479050732206752e-02 7.374393878199209454e-03 1.160624718549180950e-03 5.374227592854988059e-04 1.086831041711665497e-03 3.490629260127646504e-04 5.701304105159463956e-04
1.376855472709325248e-02 1.901455099809297791e-02 3.356444374824709559e-02 1.899920157232587448e-02 1.731568590009853643e-03 1.061700918732049912e-03 4.588437923463663725e-04 1.048925051149368409e-03 3.756999182575107826e-04 3.894028459999599834e-04
