2.084260586986109054e+00 6.105609898073893760e-01 7.052638244271034473e-01 1.176539409252567170e+00 1.771786512562127491e+00 2.584599874712443235e+00 2.636195184695511173e+00 1.407120076013933296e+00 9.973191257823320610e-01 nan
1.245845468736577200e+00 4.010707146294475445e-01 7.122715603559069686e-02 3.983772346019932159e-02 6.800123577952685294e-02 2.796201590523846314e-01 6.931885096181885642e-01 1.339830094029091256e+00 1.838631371347333676e+00 nan
6.614654762948274369e-01 2.650380383079799507e-01 2.932199506433079417e-02 1.767326485717039819e-02 4.969790311663349613e-03 7.544871795945673823e-03 1.164521472501986975e-02 5.104413691010392662e-02 9.724619927112565509e-02 nan
3.771043576685513821e-01 1.409560474592839452e-01 1.603304572750850407e-02 4.782787030405568187e-04 6.747241819536412000e-03 2.948712564402883839e-03 1.518096956247911612e-03 3.248946877501675875e-03 2.108077439237806151e-03 nan
4.600151266453032517e-01 8.448887512970920666e-02 1.134022485500669510e-02 6.752305837885652846e-05 9.887638709311322160e-03 1.143235006791517953e-02 3.159769183989749423e-03 2.514423900957388994e-03 1.251000093598624019e-02 nan
3.037981018142760226e-01 6.226047133360627928e-02 1.664010656595581519e-02 1.146674062940527920e-02 9.298607517522022164e-03 9.207698983206622292e-03 5.175063281251179176e-03 3.667619756520826019e-03 1.265174631350815711e-02 nan
2.080509016881718631e-01 3.848639040315639248e-02 1.419315603067562541e-02 1.092326484416466376e-03 4.431555605654865343e-04 1.512143955087073203e-04 3.649156745240404623e-04 1.125459510189589672e-03 1.549791412199933219e-04 nan
4.900171319048984972e-04 4.962966061614410007e-02 3.942314379214109481e-03 4.087857298888807230e-03 1.200232233524606198e-03 8.061473448138772174e-04 8.788135359217193459e-05 1.186212776607302195e-03 3.556493141737942110e-03 nan
3.058659405724952624e-02 3.662664573967765180e-02 4.768089671694663960e-03 2.459905970521369077e-03 4.945724066463106803e-04 8.658382444965576161e-04 6.483963508047761552e-04 7.763141488178186989e-04 2.255201364365253328e-03 nan
4.051827915862408341e-02 7.674054187122143766e-03 3.512319881614010928e-04 1.340553353860891731e-03 6.080010627299468288e-04 7.329792227410289939e-04 2.649378673017374012e-04 3.244021753924451442e-04 8.874320839289668141e-04 nan
