2.342496845836627983e-01 2.311898930203263036e-01 2.137125497473878200e-02 2.046408519686774771e-02 3.398417935552866531e-02 6.456271478443259548e-02 1.343152442223633780e-01 1.264226646954597355e-01 1.952798209799007922e-01 nan
2.344915558200672823e-01 1.837651190387734612e-01 2.711380680285561950e-02 2.290381695905326174e-03 2.408352950293257168e-03 2.901917441072708690e-03 9.895819060408131765e-03 1.153462448847251270e-02 2.561466841629203225e-02 nan
1.808137014968080603e-01 1.195067881937787457e-01 4.183281102173708188e-02 7.358510951611434365e-04 9.360883191180255835e-04 3.860978989683505657e-04 5.243833232061226833e-04 7.663213126365580642e-04 5.584078719932530389e-03 nan
2.188316041967404979e-01 7.667654730843699584e-02 6.982204859698980075e-03 4.928238645482765912e-03 3.058416165043741368e-04 1.254547365700176909e-03 7.699237789908989682e-06 9.050232223762507398e-05 8.965349195669825564e-05 nan
1.518392949932938218e-01 5.866313535236845900e-02 9.842318125785749078e-03 5.359388232922170786e-03 1.465432832794835933e-04 1.296603042940117946e-03 1.226260586268525601e-04 9.463522113871637904e-05 7.437364152331996808e-05 nan
1.424162549973599819e-02 1.121935279342255870e-01 7.947137911429293100e-03 3.210682511375065849e-03 1.098423270463663032e-03 6.941700566598140235e-04 1.102786372018154992e-04 2.901714667391849366e-04 9.992030944777131364e-05 nan
2.199961489161036121e-01 1.321476461973379590e-01 8.428011421208822171e-03 1.010159803859799095e-03 1.307021270427356731e-03 2.017610382198887966e-04 4.323465546711365736e-05 4.422298088311396759e-05 3.858175299385758735e-04 nan
1.794870758232857966e-01 1.510892504187242857e-01 5.398198181484987340e-02 3.450853518654171405e-04 5.428047887090899299e-04 1.062993073627076799e-03 2.629799456622698901e-04 2.952024209515724247e-04 2.832520620211715148e-04 nan
9.313743459906176705e-03 2.532880893777946785e-01 4.978418798052957478e-02 2.081020346418760263e-03 2.947890893854589948e-04 2.177253252720078079e-04 3.092234151452730477e-04 2.767070917281922132e-04 1.075258741881939179e-05 nan
2.054722881561902616e-03 9.228785284919681364e-03 3.742983789774863637e-03 2.216804030684614308e-03 1.150239074646562968e-03 8.162151612081300876e-04 2.391580470860991557e-04 1.508839728613919624e-04 1.459211542955466095e-04 nan
